订单编号,标题,价格,购买数量,外部系统编号,商品属性,套餐信息,备注,订单状态,商家编码
205832366652691534,民族风情撞色拼接连衣裙女宽松中长款长裙慵懒风裙子极简夏新款,218,1,AW1315_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1315_2
205832366652691534,黑白波点衬衫女洋气小衫港风衬衣2018新款秋季女上衣娃娃衫chic,198,1,AW1484_2,颜色分类：黑白波点;尺码：M,null,null,交易关闭,AW1484_2
205832366652691534,红蓝条纹短袖T恤女宽松网红衣服街拍款韩范个性ins超火的上衣,168,1,AW1320_1,主要颜色：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1320_1
204308421532348441,2018秋季新款韩版宽松英伦格子拼接风衣女港风外套过膝长款风衣,288,1,AW1472_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1472_2
204320740117886575,格子套装女2018新款秋季韩版宽松慵懒风针织毛衣开衫两件套港味,408,1,AW1492_2,颜色分类：红白;尺码：M,null,null,买家已付款，等待卖家发货,AW1492_2
204320740117886575,白衬衫女2018早秋新款长袖宽松ins超火的衬衣心机chic上衣设计感,253.5,1,AW1055_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1055_2
204361595559646446,彩色条纹针织衫女2018秋新款宽松长袖喇叭袖套头上衣chic罩衫毛衣,228,1,AW1497_2,颜色分类：彩色条纹;尺码：M,null,null,卖家已发货，等待买家确认,AW1497_2
204361595559646446,黑白波点衬衫女洋气小衫港风衬衣2018新款秋季女上衣娃娃衫chic,198,1,AW1484_2,颜色分类：黑白波点;尺码：M,null,null,交易关闭,AW1484_2
204361595559646446,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_2,颜色分类：白色;尺码：M,null,null,交易关闭,AW1489_2
204361595559646446,2018秋季新款chic早秋衬衫女韩范长袖复古波点条纹衬衣学院风上衣,199,1,AW1479_2,颜色分类：黑白;尺码：M,null,null,交易关闭,AW1479_2
205524896933398428,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1406_1
205662013147659115,2018春秋新款韩版开学季chic外套女宽松百搭中长款棒球服学生港味,448.5,1,AW1051_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1051_1
205662013147659115,2018春秋新款白色刺绣ins牛仔外套女宽松韩版bf原宿风夹克牛仔衣,508.5,1,AW1145_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1145_1
205662013147659115,2018秋季新款港味休闲时尚套装宽松韩版慵懒风针织网红两件套气质,308,1,AW1475_1,颜色分类：藏青色;尺码：S,null,null,卖家已发货，等待买家确认,AW1475_1
205662013147659115,2018春秋樱田川岛外套女宽松假两件ins夹克棒球服上衣怪味少女,418.5,1,AW1179_1,颜色分类：黑白;尺码：S,null,null,卖家已发货，等待买家确认,AW1179_1
205662013147659115,2018秋冬新款赫本红色毛呢外套女复古大衣收腰呢子中长款过膝韩国,598.5,1,AW411_1,颜色分类：铁秀红;尺码：S,null,null,卖家已发货，等待买家确认,AW411_1
205662013147659115,白色连衣裙女夏2018新款宽松中长款长裙慵懒风chic裙子极简主义,268,1,AW1330_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1330_2
205662013147659115,卡其色宽松休闲直筒裤春季2018新款韩版阔腿裤原宿风打底裤女裤子,463.5,1,AW1185_2,颜色分类：卡其色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1185_2
205662013147659115,风衣女中长款韩版春季2018新款三色撞色拼接公路风衣chic外套lulu,507,1,AW1167_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1167_2
205662013147659115,阳光小香风流苏马甲女春秋中长款韩版2018新款宽松坎肩背心马夹,462,1,AW1149_2,颜色分类：浅黄色;尺码：M,null,null,卖家已发货，等待买家确认,AW1149_2
205662013147659115,拼接条纹衬衫女韩版宽松chic早秋长款前短后长上衣港味长袖衬衣潮,229,1,AW1500_2,颜色分类：藏青白;尺码：M,null,null,买家已付款，等待卖家发货,AW1500_2
205662013147659115,2018春秋新款韩版BF风中长款春装复古港风牛仔衣外套女宽松潮风衣,396,1,AW036,颜色分类：蓝色;尺码：均码,null,null,买家已付款，等待卖家发货,AW036
205524280762999805,花苞短裤女夏2018新款宽松热裤高腰阔腿裤薄款哈伦裤裤子显瘦裤裙,198,1,AW1458_2,颜色分类：蓝色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1458_2
205524280762999805,白色衬衫洋气小衫女夏韩版荷叶边娃娃衫波点雪纺上衣chic蓬蓬衬衣,239,1,AW1448_2,颜色分类：蓝波点[波点位置随机];尺码：M,null,null,卖家已发货，等待买家确认,AW1448_2
204354903210592447,藏青红撞色拼接运动风POLO衫宽松短袖T恤女2018夏新款hiphop衣服,208,1,AW1322_2,主要颜色：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1322_2
204227642410977753,港味复古破洞牛仔裤女秋冬季新款韩版直筒乞丐裤宽松铅笔裤九分裤,269,1,AW829_2,颜色分类：牛仔蓝;尺寸：M,null,null,交易关闭,AW829_2
204227642410977753,原宿风格纹撞色马甲女2018新款秋冬韩版宽松小香风背心坎肩外套,328,1,AW1468_2,颜色分类：花色;尺码：M,null,null,交易关闭,AW1468_2
204227642410977753,拼接条纹小西装外套女港味复古chic小香风西服休闲韩版宽松薄款,258,1,AW1474_2,颜色分类：黒白;尺码：M,null,null,卖家已发货，等待买家确认,AW1474_2
205516524047144135,2018新款极简主义连衣裙女中长款慵懒风休闲chic复古鱼尾裙子港味,258,1,AW1390_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1390_2
204278937757255155,复古连衣裙夏装宽松2018新款中长款慵懒风裙子温柔i miss裙超仙女,246,1,AW1338_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1338_1
205806746878548324,2018秋季新款条纹衬衫裙韩版宽松pp home裙子长裙港味连衣裙女,198,1,AW1485_2,颜色分类：蓝条纹;尺码：M,null,null,卖家已发货，等待买家确认,AW1485_2
204337655204443758,白色衬衫女长袖2018秋新款宽松韩版中长款chic早秋上衣慵懒风港味,268,1,AW1501_1,颜色分类：黑白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1501_1
204337655204443758,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,交易关闭,AW1489_1
204337655204443758,原宿风牛仔外套女长袖2018秋新款宽松bf风樱田川岛外套假两件港风,258,1,AW1502_1,颜色分类：蓝白;尺码：S,null,null,交易关闭,AW1502_1
205507116669563013,春秋风衣女秋季2018新款韩版学历外套宽松中长款chic休闲lulu外套,508.5,1,AW1165_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1165_1
204277368137013253,红色风衣女2018春秋季新款韩版中长款工装风宽松lulu薄款外套英伦,716,1,AW015_3,颜色分类：红色[砖红];尺码：S码(S适合S-M),null,null,卖家已发货，等待买家确认,AW015_3
204277368137013253,红色风衣女2018春秋季新款韩版中长款工装风宽松lulu薄款外套英伦,716,1,AW015_4,颜色分类：黑色;尺码：S码(S适合S-M),null,null,卖家已发货，等待买家确认,AW015_4
204277368137013253,复古印花连衣裙女夏2018新款宽松中长款 i miss裙收腰遮肚子裙子,258,1,AW1435_1,颜色分类：印花蓝;尺码：S,null,null,卖家已发货，等待买家确认,AW1435_1
204196422189377052,2018春秋新款chic西装阔腿裤闺蜜装时尚俏皮社会套装女港风两件套,888,1,AW1130_1,颜色分类：天空蓝;尺码：S,null,null,卖家已发货，等待买家确认,AW1130_1
204196422189377052,秋季新款英伦风毛呢格子小西装外套女中长款韩版宽松休闲chic西服,387,1,AW809_1,颜色分类：格子;尺码：S,null,null,卖家已发货，等待买家确认,AW809_1
204196422189377052,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
205633537756115616,木耳荷叶边连衣裙秋装2018新款宽松港味气质中长款chic衬衫女裙子,288,1,AW1483_1,颜色分类：锈红色[活动价229提前享];尺码：S,null,null,卖家已发货，等待买家确认,AW1483_1
205633537756115616,原宿风格纹撞色马甲女2018新款秋冬韩版宽松小香风背心坎肩外套,328,1,AW1468_1,颜色分类：花色;尺码：S,null,null,卖家已发货，等待买家确认,AW1468_1
205633537756115616,2018秋新款韩版宽松中长款早秋衬衫裙慵懒风chic上衣港味长袖外套,269,1,AW1506_1,颜色分类：肉桂色;尺码：S,null,null,交易关闭,AW1506_1
204260793380926363,2018秋季新款韩版豆沙红风衣女中长款过膝春秋港风chic外套lulu,507,1,AW812_2,颜色分类：豆沙红;尺码：M,null,null,卖家已发货，等待买家确认,AW812_2
204260065019409281,2018秋季新款chic早秋衬衫女韩范长袖复古波点条纹衬衣学院风上衣,199,1,AW1479_2,颜色分类：黑白;尺码：M,null,null,卖家已发货，等待买家确认,AW1479_2
175993778065318698,彩色条纹针织衫女2018秋新款宽松长袖喇叭袖套头上衣chic罩衫毛衣,228,1,AW1497_2,颜色分类：彩色条纹;尺码：M,null,null,卖家已发货，等待买家确认,AW1497_2
175993778065318698,黑色皮裤女2018新款宽松韩版直筒裤高腰休闲裤显瘦帅气裤子 百搭,228,1,AW1491_2,颜色分类：黑色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1491_2
205780566311269414,裙子夏黑色波点法式复古樱田川岛连衣裙女宽松中长款过膝T恤裙,228,1,AW1299_1,颜色分类：黑色;尺码：S,null,null,卖家已发货，等待买家确认,AW1299_1
204230637212374769,复古连衣裙夏装宽松2018新款中长款慵懒风裙子温柔i miss裙超仙女,246,1,AW1338_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1338_2
204230637212374769,2018新款极简主义连衣裙女中长款慵懒风休闲chic复古鱼尾裙子港味,258,1,AW1390_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1390_2
204136866831453464,pphome裙18吊带背带连衣裙女2018夏装新款宽松复古长裙子中长款夏,240,1,AW301,颜色分类：绿色;尺码：均码,null,null,卖家已发货，等待买家确认,AW301
204136866831453464,2018新款宽松韩版拼接连衣裙女夏荷叶边裙慵懒风pp home裙子显瘦,199,1,AW1391_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1391_2
204136866831453464,黑白波点衬衫女洋气小衫港风衬衣2018新款秋季女上衣娃娃衫chic,198,1,AW1484_2,颜色分类：黑白波点;尺码：M,null,null,卖家已发货，等待买家确认,AW1484_2
204136866831453464,拼接条纹衬衫女韩版宽松chic早秋长款前短后长上衣港味长袖衬衣潮,229,1,AW1500_1,颜色分类：藏青白;尺码：S,null,null,卖家已发货，等待买家确认,AW1500_1
205748366407333026,2018春秋樱田川岛外套女宽松假两件ins夹克棒球服上衣怪味少女,418.5,1,AW1179_2,颜色分类：黑白;尺码：M,null,null,卖家已发货，等待买家确认,AW1179_2
204202608625271784,2018秋季新款条纹衬衫裙韩版宽松pp home裙子长裙港味连衣裙女,198,1,AW1485_2,颜色分类：蓝条纹;尺码：M,null,null,卖家已发货，等待买家确认,AW1485_2
204100550770793656,拼接连衣裙女夏季2018新款宽松V领荷叶边裙pp home裙子慵懒风裙子,189,1,AW1379_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1379_2
204135492577239959,藏青色港风外套女2018春季韩版新款欧美宽松藏青色风衣中长款chic,498,1,AW394_1,颜色分类：藏青色;尺码：S,null,null,卖家已发货，等待买家确认,AW394_1
205389656806631109,港味极简主义连衣裙夏2018新款宽松冷淡风中长款裙子女慵懒风chic,269,1,AW1344_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1344_2
204150503039480282,白色连衣裙女2018秋装新款韩版宽松中长款长裙女慵懒风chic裙子,268,1,AW1486_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1486_2
204107184849921572,长款T恤裙子夏季2018新款宽松过膝连衣裙女极简主义慵懒风假两件,208,1,AW1351_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1351_2
204107184849921572,大翻领印花条纹连衣裙女夏新款宽松衬衫裙慵懒风裙子极简主义裙子,229,1,AW1378_2,颜色分类：黄蓝条;尺码：M,null,null,卖家已发货，等待买家确认,AW1378_2
204088200348643694,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_2,颜色分类：白色[送打底吊带];尺码：M,null,null,卖家已发货，等待买家确认,AW1400_2
204119087556365662,夏2018新款长款宽松大t恤女短袖下衣失踪中长款樱田川岛过膝裙,179,1,AW1300_1,主要颜色：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1300_1
204119087556365662,性感连衣裙女夏2018新款宽松长裙露背裙子心机裙子设计感温柔裙,239,1,AW1403_1,颜色分类：蓝白格;尺码：S,null,null,卖家已发货，等待买家确认,AW1403_1
204114887733036768,白衬衫女2018早秋新款长袖宽松ins超火的衬衣心机chic上衣设计感,253.5,1,AW1055_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1055_1
204114887733036768,2018秋装新款韩版复古休闲萝卜裤运动九分小脚裤铅笔裤长裤女韩国,252,1,AW1068_4,颜色分类：蓝色;尺寸：M,null,null,卖家已发货，等待买家确认,AW1068_4
204034468350516769,2017秋冬新款毛衣女个性抽象色块毛衫软妹针织衫粗毛线套头衫加厚,312,1,AW925_1,颜色分类：黑色;尺码：S,null,null,卖家已发货，等待买家确认,AW925_1
203903318141102391,2018夏新款宽松港味复古连衣裙ins超火慵懒风pp home裙子韩版女装,298,1,AW1400_2,颜色分类：白色[送打底吊带];尺码：M,null,null,卖家已发货，等待买家确认,AW1400_2
205403013858460633,2018春秋樱田川岛外套女宽松假两件ins夹克棒球服上衣怪味少女,418.5,1,AW1179_2,颜色分类：黑白;尺码：M,null,null,卖家已发货，等待买家确认,AW1179_2
205403013858460633,2018秋季新款港味休闲时尚套装宽松韩版慵懒风针织网红两件套气质,308,1,AW1475_2,颜色分类：藏青色;尺码：M,null,null,卖家已发货，等待买家确认,AW1475_2
205541334537631236,港味极简主义连衣裙夏2018新款宽松冷淡风中长款裙子女慵懒风chic,269,1,AW1344_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1344_2
205718771495953237,原宿风格纹撞色马甲女2018新款秋冬韩版宽松小香风背心坎肩外套,328,1,AW1468_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1468_2
205705023522970403,民族风情撞色拼接连衣裙女宽松中长款长裙慵懒风裙子极简夏新款,218,1,AW1315_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1315_2
205705023522970403,2018新款韩版极简主义名媛连衣裙慵懒风裙子女夏温柔裙超仙显瘦,189,1,AW1394_2,颜色分类：花色;尺码：M,null,null,卖家已发货，等待买家确认,AW1394_2
203849361295238058,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
203849361295238058,港风牛仔外套女红色复古秋季韩版bf原宿宽松樱田川岛外套chic潮,258,1,AW1482_1,颜色分类：红色;尺码：S,null,null,卖家已发货，等待买家确认,AW1482_1
203849361295238058,2018秋季新款直筒裤韩版宽松格子裤女休闲裤高腰阔腿裤显瘦哈伦裤,229,1,AW1490_1,颜色分类：灰格子;尺寸：S,null,null,买家已付款，等待卖家发货,AW1490_1
175904064448986795,性感连衣裙女夏2018新款宽松长裙露背裙子心机裙子设计感温柔裙,239,1,AW1403_2,颜色分类：蓝白格;尺码：M,null,请保证质量,卖家已发货，等待买家确认,AW1403_2
205657031033249207,春秋风衣女秋季2018新款韩版学历外套宽松中长款chic休闲lulu外套,508.5,1,AW1165_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1165_2
203858435790625878,欧美风money印花方领连衣裙女2018新款夏宽松显瘦高腰中长款长裙,218,1,AW1314_1,颜色分类：复古绿;尺码：S,null,null,卖家已发货，等待买家确认,AW1314_1
203858071531183457,马卡龙格子睡衣女夏季套装宽松韩版棉绸薄款家居服可外穿两件套,288,1,AW1410_1,颜色分类：格子;尺码：S,null,null,卖家已发货，等待买家确认,AW1410_1
203858071531183457,格子套装女2018新款秋季韩版宽松慵懒风针织毛衣开衫两件套港味,408,1,AW1492_1,颜色分类：红白;尺码：S,null,null,交易关闭,AW1492_1
205637235447787114,春季复古温柔风小西装时髦套装女装收腰阔腿裤套装时尚两件套港风,888,1,AW1141_2,颜色分类：拉菲红;尺码：M,null,null,卖家已发货，等待买家确认,AW1141_2
175899976502507898,2018春秋季新款白色衬衫女chic长袖韩版学生上衣百搭宽松打底衬衣,245,1,AW396,颜色分类：白色;尺码：均码,null,null,卖家已发货，等待买家确认,AW396
203668146054523060,拼接连衣裙女夏季2018新款宽松V领荷叶边裙pp home裙子慵懒风裙子,189,1,AW1379_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1379_2
203668146054523060,大格子收腰连衣裙女V领黄白系带温柔裙超仙a字裙宽松娃娃裙夏新款,249,1,AW1317_2,颜色分类：桔色;尺码：M,null,null,卖家已发货，等待买家确认,AW1317_2
203736996280892052,大翻领印花条纹连衣裙女夏新款宽松衬衫裙慵懒风裙子极简主义裙子,229,1,AW1378_1,颜色分类：黄蓝条;尺码：S,null,null,卖家已发货，等待买家确认,AW1378_1
203736996280892052,2018春秋港风樱田川岛外套女ins假两件飞行员夹克棒球服港味上衣,888,1,AW1132_1,颜色分类：焦糖色;尺码：S,null,null,卖家已发货，等待买家确认,AW1132_1
203736996280892052,原宿风格纹撞色马甲女2018新款秋冬韩版宽松小香风背心坎肩外套,328,1,AW1468_1,颜色分类：花色;尺码：S,null,null,卖家已发货，等待买家确认,AW1468_1
205176157005683233,半身裙夏女2018新款解构撞色百褶A字裙宽松气质拼色ins超火的裙子,226,1,AW1272_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1272_2
203664476101622855,毛衣外套女韩版2018秋季新款针织衫慵懒风宽松chic罩衫薄款复古,268,1,AW1495_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1495_2
203664476101622855,阔腿裤女2018新款秋季韩版运动裤女宽松直筒休闲裤百搭长裤高腰,228,1,AW1476_2,颜色分类：红色;尺寸：M,null,null,交易关闭,AW1476_2
205157453934248512,白色衬衫女长袖2018秋新款宽松韩版中长款chic早秋上衣慵懒风港味,268,1,AW1501_2,颜色分类：黑白色;尺码：M,null,null,买家已付款，等待卖家发货,AW1501_2
205157453934248512,卡其色风衣女中长款秋季2018新款韩版宽松lulu风衣外套港风chic,288,1,AW1471_2,颜色分类：卡其;尺码：M,null,null,卖家已发货，等待买家确认,AW1471_2
203609541100698162,复古印花连衣裙女夏2018新款宽松中长款 i miss裙收腰遮肚子裙子,258,1,AW1435_1,颜色分类：印花蓝;尺码：S,null,null,卖家已发货，等待买家确认,AW1435_1
203597949245888873,夏季ins超火的上衣短袖樱田川岛白色T恤女bf韩系chic中长款体恤裙,207,1,AW1178_1,主要颜色：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1178_1
203597949245888873,2018秋季新款宽松韩版长袖套头毛衣女慵懒风chic针织衫外套上衣,258,1,AW1496_1,颜色分类：黄色;尺码：S,null,null,卖家已发货，等待买家确认,AW1496_1
205119905122199502,连帽卫衣女2018秋装新款韩版宽松长袖中长款慵懒风pp home外套潮,239,1,AW1469_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1469_2
204985308121523137,春秋风衣女秋季2018新款韩版学历外套宽松中长款chic休闲lulu外套,508.5,1,AW1165_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1165_1
203441906754678966,白色连衣裙女夏2018新款宽松中长款长裙慵懒风chic裙子极简主义,268,1,AW1330_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1330_2
203441906754678966,拼接连衣裙女夏季2018新款宽松V领荷叶边裙pp home裙子慵懒风裙子,189,1,AW1379_2,颜色分类：印花;尺码：M,null,null,卖家已发货，等待买家确认,AW1379_2
203441906754678966,裙子女夏2018新款pp home心机设计感T恤裙sukol裙连衣裙小清新,199,1,AW1406_2,颜色分类：黑白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1406_2
204925612176786104,2018春季新款中长款卡其色风衣女韩版宽松收腰chic外套春秋ins,888,1,AW1138_1,颜色分类：卡其色;尺码：S,null,null,卖家已发货，等待买家确认,AW1138_1
203533803323614956,2018新款宽松蕾丝拼接条纹衬衫裙女夏慵懒风裙子极简主义 连衣裙,258,1,AW1388_2,颜色分类：黄白条;尺码：M,null,null,卖家已发货，等待买家确认,AW1388_2
203530387630297286,白色连衣裙女2018秋装新款韩版宽松中长款长裙女慵懒风chic裙子,268,1,AW1486_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1486_1
203530387630297286,黑白波点衬衫女洋气小衫港风衬衣2018新款秋季女上衣娃娃衫chic,198,1,AW1484_1,颜色分类：黑白波点;尺码：S,null,null,买家已付款，等待卖家发货,AW1484_1
203477271165455276,2018新款鱼尾连衣裙女夏宽松中长款慵懒风裙子 i miss裙超仙甜美,248,1,AW1446_2,颜色分类：桔色;尺码：M,null,null,卖家已发货，等待买家确认,AW1446_2
203468451887222340,2018春秋季新款卫衣女学生宽松运动上衣红色嘻哈少女外套街头bf风,888,1,AW1099_1,颜色分类：红黑色;尺码：S,null,中通发货,卖家已发货，等待买家确认,AW1099_1
203278890404498975,黑色皮裤女2018新款宽松韩版直筒裤高腰休闲裤显瘦帅气裤子 百搭,228,1,AW1491_1,颜色分类：黑色;尺寸：S,null,null,卖家已发货，等待买家确认,AW1491_1
203278890404498975,彩色条纹针织衫女2018秋新款宽松长袖喇叭袖套头上衣chic罩衫毛衣,228,1,AW1497_2,颜色分类：彩色条纹;尺码：M,null,null,卖家已发货，等待买家确认,AW1497_2
205270407476944625,蓝色衬衫女长袖宽松男友风条纹衬衣2018秋季新款ins超火的衬衫女,888,1,AW1123_2,颜色分类：蓝白条纹;尺码：M,null,null,卖家已发货，等待买家确认,AW1123_2
203292216295479488,2017冬季韩版新款格子毛呢大衣女中长款森系chic呢子外套韩国加厚,657,1,AW975_2,颜色分类：红蓝[现货秒发];尺码：M,null,null,卖家已发货，等待买家确认,AW975_2
203266820881444148,2018秋季新款韩版豆沙红风衣女中长款过膝春秋港风chic外套lulu,507,1,AW812_1,颜色分类：豆沙红;尺码：S,null,发货前麻烦仔细检查哦,卖家已发货，等待买家确认,AW812_1
203245316068507992,白色衬衫女2018秋季新款宽松港味长袖恶魔衬衣bf风chic早秋衬衫,228,1,AW1489_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1489_1
203245316068507992,秋季浅色大破洞牛仔裤女潮新款韩版直筒乞丐裤宽松铅笔裤九分裤,269,1,AW829_1,颜色分类：牛仔蓝;尺寸：S,null,null,交易关闭,AW829_1
203245316068507992,2018春秋季新款韩版风衣女式中长款lulu风衣chic外套外衣薄款港风,329,1,AW1135_1,颜色分类：铁锈红;尺码：S,null,null,卖家已发货，等待买家确认,AW1135_1
203127242908191147,店主很红夏季条纹白衬衫女bf宽松中长款娃娃衫防晒衣衬衣上衣蓬蓬,342,1,AW1207_1,颜色分类：白色;尺码：S,null,null,卖家已发货，等待买家确认,AW1207_1
203127242908191147,2018夏季新款破洞牛仔短裤女阔腿乞丐牛仔裤显瘦热裤宽松a字裤,158,1,AW1244_2,颜色分类：蓝色;尺寸：M,null,null,交易关闭,AW1244_2
203127242908191147,蓝色复古牛仔裤女宽松直筒chic韩风裤子高腰阔腿裤潮九分裤,253.5,1,AW1210_2,颜色分类：蓝色;尺寸：M,null,null,交易关闭,AW1210_2
203108398377310260,2018新款极简主义连衣裙女中长款慵懒风休闲chic复古鱼尾裙子港味,258,1,AW1390_2,颜色分类：拼色;尺码：M,null,null,卖家已发货，等待买家确认,AW1390_2
205168123510552203,2018春秋港风樱田川岛外套女ins假两件飞行员夹克棒球服港味上衣,888,1,AW1132_1,颜色分类：焦糖色;尺码：S,null,null,卖家已发货，等待买家确认,AW1132_1
203176325979909143,木耳荷叶边连衣裙秋装2018新款宽松港味气质中长款chic衬衫女裙子,288,1,AW1483_2,颜色分类：锈红色[活动价229提前享];尺码：M,null,null,卖家已发货，等待买家确认,AW1483_2
203176325979909143,2018秋季新款条纹衬衫裙韩版宽松pp home裙子长裙港味连衣裙女,198,1,AW1485_2,颜色分类：蓝条纹;尺码：M,null,null,卖家已发货，等待买家确认,AW1485_2
203175487451645156,2018春秋樱田川岛外套女宽松假两件ins夹克棒球服上衣怪味少女,418.5,1,AW1179_2,颜色分类：黑白;尺码：M,null,null,卖家已发货，等待买家确认,AW1179_2
205103331927376017,花苞短裤女夏2018新款宽松热裤高腰阔腿裤薄款哈伦裤裤子显瘦裤裙,198,1,AW1458_1,颜色分类：蓝色;尺寸：S,null,null,卖家已发货，等待买家确认,AW1458_1
203159303886303244,拼接条纹小西装外套女港味复古chic小香风西服休闲韩版宽松薄款,258,1,AW1474_1,颜色分类：黒白;尺码：S,null,null,卖家已发货，等待买家确认,AW1474_1
203157707781303244,白色连衣裙女2018秋装新款韩版宽松中长款长裙女慵懒风chic裙子,268,1,AW1486_2,颜色分类：白色;尺码：M,null,null,卖家已发货，等待买家确认,AW1486_2
204617612226902436,格子马甲外套女2018春装新款韩版中长款宽松过膝无袖风衣外搭,432,1,AW1081_2,颜色分类：格纹;尺码：M,null,null,卖家已发货，等待买家确认,AW1081_2
204744173236095527,春秋风衣女秋季2018新款韩版学历外套宽松中长款chic休闲lulu外套,508.5,1,AW1165_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1165_1
204887086490860135,2018新款宽松韩版拼接连衣裙女夏荷叶边裙慵懒风pp home裙子显瘦,199,1,AW1391_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1391_1
203132087606745071,性感连衣裙女夏2018新款宽松长裙露背裙子心机裙子设计感温柔裙,239,1,AW1403_2,颜色分类：蓝白格;尺码：M,null,null,卖家已发货，等待买家确认,AW1403_2
203046435697710384,黑色皮裤女2018新款宽松韩版直筒裤高腰休闲裤显瘦帅气裤子 百搭,228,1,AW1491_1,颜色分类：黑色;尺寸：S,null,null,卖家已发货，等待买家确认,AW1491_1
204813866487987504,复古明线黑色撞色呢大衣女秋冬新款韩版中长款呢子羊毛外套韩国,598.5,1,AW837_1,颜色分类：黑色[现货秒发];尺码：S,null,null,卖家已发货，等待买家确认,AW837_1
205013395676987504,睡衣风毛呢大衣女2017秋冬新款韩国中长款过膝呢子羊毛收腰外套,717,1,AW851_1,颜色分类：灰色;尺码：S,null,null,卖家已发货，等待买家确认,AW851_1
202964169173152366,春秋风衣女秋季2018新款韩版学历外套宽松中长款chic休闲lulu外套,508.5,1,AW1165_1,颜色分类：拼色;尺码：S,null,null,卖家已发货，等待买家确认,AW1165_1
204485676732885638,麂皮绒羊羔毛棉衣女中长款冬装新款鹿皮绒棉服宽松羊羔绒外套棉袄,552,1,AW465_1,颜色分类：军绿色[（建议买小一码）];尺码：S,null,null,卖家已发货，等待买家确认,AW465_1
204768450621405520,红色风衣女2018春秋季新款韩版中长款工装风宽松lulu薄款外套英伦,716,1,AW015_3,颜色分类：红色[砖红];尺码：S码,null,null,卖家已发货，等待买家确认,AW015_3
